t,root_x,root_y,root_z,action_min,action_max,action_mean
0.9020,0.208973,-0.002693,0.797759,-1.527262,2.083254,-0.001608
0.9220,0.220369,-0.005501,0.800288,-0.941392,1.795506,-0.006046
0.9420,0.231781,-0.008979,0.802076,-0.975091,1.651878,-0.005615
0.9620,0.244048,-0.012442,0.803339,-1.540060,1.461217,0.068443
0.9820,0.257221,-0.015771,0.805401,-1.902660,2.818404,0.085817
1.0020,0.270652,-0.018753,0.809649,-2.090602,2.709834,0.083745
1.0220,0.284182,-0.021803,0.815116,-1.995504,2.156536,0.024885
1.0420,0.297912,-0.024686,0.820257,-1.730379,1.626224,-0.054916
1.0620,0.312001,-0.027151,0.823761,-1.377949,1.694320,-0.057988
1.0820,0.326396,-0.028982,0.824749,-1.187568,1.587071,-0.034873
1.1020,0.341192,-0.030367,0.823610,-1.321233,1.782824,-0.021239
1.1220,0.356354,-0.031582,0.821409,-1.343729,1.924954,-0.015807
1.1420,0.371902,-0.032464,0.819289,-1.422059,1.913621,0.002871
1.1620,0.387714,-0.033358,0.816884,-1.361318,2.123038,0.066979
1.1820,0.403710,-0.033806,0.813720,-1.116000,2.248341,0.128965
1.2020,0.420337,-0.033348,0.809735,-0.600890,2.288265,0.180853
1.2220,0.437807,-0.031876,0.805088,-0.521073,1.869542,0.181687
1.2420,0.454622,-0.031563,0.802873,-1.176930,1.756859,0.024656
1.2620,0.471131,-0.031502,0.803690,-1.574730,1.827651,-0.030990
1.2820,0.486882,-0.031155,0.806921,-1.475705,1.505829,-0.008378
1.3020,0.501576,-0.031002,0.811978,-1.530928,1.278978,-0.012625
1.3220,0.515402,-0.031189,0.817552,-1.559194,1.586208,0.008234
1.3420,0.528712,-0.031525,0.822612,-1.398501,1.771515,0.017171
1.3620,0.541670,-0.032016,0.826631,-1.115800,1.773976,0.007957
1.3820,0.554326,-0.032780,0.829628,-1.189738,1.594227,-0.001132
1.4020,0.566941,-0.033897,0.831791,-1.296102,1.031602,-0.001382
1.4220,0.579745,-0.035427,0.833600,-1.447591,0.885791,-0.030458
1.4420,0.592865,-0.037491,0.835235,-1.630006,1.270406,-0.048045
1.4620,0.606225,-0.040038,0.836713,-1.771902,1.535993,-0.054591
1.4820,0.619794,-0.042903,0.838091,-1.902852,1.633977,-0.055482
1.5020,0.633621,-0.046062,0.839297,-1.941488,1.557273,-0.055564
1.5220,0.647820,-0.049512,0.840314,-1.892661,1.382576,-0.058955
1.5420,0.662443,-0.053226,0.841015,-1.740958,1.225088,-0.055583
1.5620,0.677503,-0.057202,0.841130,-1.511429,1.068854,-0.045007
1.5820,0.692976,-0.061474,0.840379,-1.241073,0.992472,-0.031773
1.6020,0.708755,-0.066022,0.838506,-0.915860,0.961599,-0.009879
1.6220,0.724726,-0.070822,0.835141,-0.864434,0.943367,0.017638
1.6420,0.740757,-0.075535,0.830413,-0.993528,1.071617,0.054200
1.6620,0.756192,-0.079243,0.826438,-1.430068,1.835725,0.019801
1.6820,0.769906,-0.081276,0.825396,-1.615516,1.898315,-0.000867
1.7020,0.782811,-0.083255,0.826474,-1.497173,1.449637,-0.023897
1.7220,0.795262,-0.085363,0.828746,-1.400485,1.248077,-0.053466
1.7420,0.807420,-0.087443,0.831211,-1.274251,1.700675,-0.057454
1.7620,0.819341,-0.089319,0.833372,-1.421497,1.954587,-0.061234
1.7820,0.831132,-0.090916,0.835206,-1.443330,1.967069,-0.063448
1.8020,0.842970,-0.092268,0.836778,-1.411036,1.808496,-0.054238
1.8220,0.854892,-0.093340,0.838098,-1.414362,1.558008,-0.046725
1.8420,0.866852,-0.094109,0.839267,-1.409059,1.273829,-0.030237
1.8620,0.878968,-0.094626,0.840492,-1.440287,0.911282,-0.020067
1.8820,0.891286,-0.094910,0.841934,-1.490314,0.917593,-0.020389
1.9020,0.903908,-0.094975,0.843520,-1.578180,1.044143,-0.029684
1.9220,0.916847,-0.094817,0.845080,-1.661751,1.099118,-0.039398
1.9420,0.930137,-0.094410,0.846468,-1.703942,1.118583,-0.040479
1.9620,0.943802,-0.093714,0.847568,-1.734081,1.077465,-0.039229
1.9820,0.957888,-0.092707,0.848221,-1.685988,1.031224,-0.030475
2.0020,0.972466,-0.091349,0.848280,-1.563574,0.937311,-0.012510
2.0220,0.987413,-0.089603,0.847648,-1.395960,1.063235,0.010940
2.0420,1.002687,-0.087441,0.846140,-1.197860,1.299868,0.037665
2.0620,1.018352,-0.084816,0.843644,-0.925126,1.568483,0.077043
2.0820,1.034295,-0.081731,0.839872,-0.730330,1.695670,0.111776
2.1020,1.050548,-0.077974,0.834642,-0.738234,1.651303,0.145217
2.1220,1.066597,-0.074591,0.829886,-0.813701,1.417572,0.112265
2.1420,1.081662,-0.071987,0.828358,-1.546969,1.862940,-0.031945
2.1620,1.096018,-0.069389,0.829353,-1.567135,1.720677,-0.036908
2.1820,1.109868,-0.067065,0.832076,-1.395284,1.296188,-0.020296
2.2020,1.123234,-0.065183,0.835489,-1.251864,1.244112,0.003838
2.2220,1.136230,-0.063725,0.838691,-1.022827,1.733376,0.050516
2.2420,1.148901,-0.062735,0.841029,-0.900759,2.395840,0.069163
2.2620,1.161156,-0.062326,0.842016,-1.175261,2.939769,0.058617
2.2820,1.173073,-0.062439,0.841555,-1.488138,3.327445,0.050456
2.3020,1.185013,-0.063028,0.839960,-1.780985,3.652271,0.043013
2.3220,1.197194,-0.064013,0.837665,-2.038181,4.035324,0.018144
2.3420,1.209882,-0.065379,0.834984,-2.215742,4.214912,-0.002229
2.3620,1.223341,-0.066962,0.832397,-2.294282,4.210241,-0.015905
2.3820,1.237669,-0.068625,0.830414,-2.244415,3.930482,-0.035076
2.4020,1.252830,-0.070249,0.829444,-1.982063,3.265992,-0.050965
2.4220,1.268725,-0.071669,0.829964,-1.702402,2.433011,-0.051264
2.4420,1.285381,-0.072975,0.832105,-1.842202,2.624917,-0.013947
2.4620,1.302604,-0.074996,0.835541,-1.933873,2.787716,0.014706
2.4820,1.320103,-0.078046,0.839745,-2.032435,2.887597,0.025082
2.5020,1.338127,-0.081773,0.844113,-1.896114,3.197624,0.025455
2.5220,1.356738,-0.085863,0.848461,-1.590891,3.561482,0.026374
2.5420,1.375925,-0.090332,0.852973,-1.137662,4.023500,0.042674
2.5620,1.395772,-0.095556,0.858091,-0.652407,4.200012,0.090957
2.5820,1.416487,-0.102244,0.863877,-1.039006,3.091920,0.194654
2.6020,1.436368,-0.109883,0.869747,-0.799018,1.917639,0.226537
2.6220,1.451435,-0.115578,0.877392,-0.887793,2.505142,0.156516
2.6420,1.466288,-0.120808,0.885871,-0.883375,2.760114,0.061148
2.6620,1.481608,-0.126058,0.894957,-1.093938,3.205423,0.007300
2.6820,1.496692,-0.131160,0.904372,-1.217756,4.080949,0.057201
2.7020,1.510988,-0.135877,0.913517,-1.319984,4.604430,0.103101
2.7220,1.524215,-0.140090,0.922184,-0.922212,4.252628,0.113524
2.7420,1.537245,-0.144690,0.929546,-1.289806,3.653296,0.079096
2.7620,1.550922,-0.149903,0.933605,-1.534574,3.452389,0.025880
2.7820,1.564480,-0.155195,0.934169,-1.374837,4.026961,0.051571
2.8020,1.577442,-0.159614,0.932514,-1.365876,4.585209,0.109479
2.8220,1.589808,-0.162406,0.931416,-1.318977,4.439931,0.110411
2.8420,1.602765,-0.164533,0.931750,-1.353267,3.917936,0.066015
2.8620,1.616333,-0.166593,0.933887,-1.526464,3.373742,0.025312
2.8820,1.630390,-0.168589,0.936987,-1.658051,3.163267,0.039075
2.9020,1.644446,-0.170211,0.940030,-1.677408,3.021813,0.066240
2.9220,1.658536,-0.171404,0.942667,-1.676239,2.791915,0.085802
2.9420,1.672761,-0.172349,0.944831,-1.683120,2.570527,0.087119
2.9620,1.687094,-0.173099,0.946744,-1.640251,2.230332,0.083333
2.9820,1.701614,-0.173725,0.948652,-1.595489,1.928066,0.080588
3.0020,1.716391,-0.174221,0.950616,-1.602188,1.714668,0.069697
3.0220,1.731555,-0.174621,0.952388,-1.621290,1.786538,0.059374
3.0420,1.747149,-0.174857,0.953756,-1.586434,1.961770,0.048724
3.0620,1.763079,-0.174938,0.954617,-1.537040,2.103706,0.043924
3.0820,1.779330,-0.174948,0.954879,-1.449907,2.296129,0.045263
3.1020,1.795825,-0.175032,0.954867,-1.221314,2.662999,0.059854
3.1220,1.811530,-0.176413,0.956615,-1.164634,3.196219,0.101269
3.1420,1.826760,-0.178218,0.960502,-1.120688,3.618024,0.146561
3.1620,1.841098,-0.179942,0.966742,-1.003462,3.988502,0.193475
3.1820,1.855400,-0.181158,0.975068,-0.806084,4.367102,0.245640
3.2020,1.869665,-0.181796,0.985269,-0.813975,4.302495,0.265150
3.2220,1.884448,-0.181996,0.996904,-0.725392,2.599648,0.206759
3.2420,1.899924,-0.181504,1.008114,-0.847616,1.012356,0.102630
3.2620,1.915435,-0.180915,1.017003,-1.071505,2.492342,0.095178
3.2820,1.930391,-0.180887,1.024088,-1.187934,3.373695,0.086559
3.3020,1.944725,-0.181874,1.029896,-1.459609,3.970867,0.078799
3.3220,1.959004,-0.183683,1.035004,-1.635748,4.413362,0.072405
3.3420,1.973357,-0.185909,1.039597,-1.684513,4.603911,0.047273
3.3620,1.987784,-0.188278,1.043721,-1.718804,4.514968,0.017483
3.3820,2.002380,-0.190828,1.047476,-1.675030,4.201583,-0.020121
3.4020,2.017209,-0.193813,1.051097,-1.562207,3.841968,-0.059670
3.4220,2.032379,-0.197455,1.054902,-1.376756,3.283141,-0.087773
3.4420,2.047918,-0.201746,1.059207,-1.579659,2.540715,-0.089834
3.4620,2.063806,-0.206475,1.064134,-1.755474,2.075957,-0.077818
3.4820,2.080127,-0.211524,1.069333,-1.837932,1.713538,-0.057619
3.5020,2.096846,-0.216874,1.074303,-1.825370,1.436507,-0.034758
3.5220,2.113789,-0.222767,1.078713,-1.692542,1.247157,-0.017438
3.5420,2.130906,-0.229218,1.082413,-1.437200,1.528461,-0.007495
3.5620,2.148419,-0.235974,1.084763,-1.098947,1.847598,0.006660
3.5820,2.165910,-0.243490,1.085835,-0.609855,2.041858,0.048938
3.6020,2.181756,-0.250404,1.087640,-0.560374,2.002288,0.106438
3.6220,2.195119,-0.256082,1.091983,-1.420402,1.125085,0.117443
3.6420,2.208849,-0.262376,1.097757,-1.187062,2.185402,0.125222
3.6620,2.222736,-0.268477,1.104199,-0.932232,2.783903,0.093328
3.6820,2.236072,-0.273947,1.111553,-0.793736,3.358705,0.078068
3.7020,2.249149,-0.278668,1.119619,-0.867613,3.902181,0.084733
3.7220,2.262203,-0.282793,1.127856,-0.906192,4.364254,0.081914
3.7420,2.275098,-0.286357,1.135847,-1.047690,4.746809,0.086475
3.7620,2.287821,-0.289423,1.143415,-1.210496,4.812615,0.089432
3.7820,2.300393,-0.292286,1.150582,-1.414898,4.550883,0.057303
3.8020,2.313187,-0.295260,1.157165,-1.539186,4.196266,0.023566
3.8220,2.326067,-0.298311,1.162916,-1.594454,3.846204,0.018949
3.8420,2.338868,-0.301170,1.167830,-1.597607,3.648735,0.031717
3.8620,2.351580,-0.303586,1.171979,-1.560508,3.413801,0.038076
3.8820,2.364416,-0.305426,1.175507,-1.529359,3.089581,0.041449
3.9020,2.377599,-0.306674,1.178598,-1.492455,2.719584,0.046708
3.9220,2.390937,-0.307316,1.181499,-1.437624,2.374862,0.045291
3.9420,2.404333,-0.307487,1.184360,-1.399744,2.119042,0.041784
3.9620,2.417988,-0.307330,1.187119,-1.383527,1.872239,0.033808
3.9820,2.432059,-0.306934,1.189659,-1.421624,1.629250,0.027682
4.0020,2.446589,-0.306346,1.191811,-1.440067,1.373662,0.025187
4.0220,2.461488,-0.305529,1.193490,-1.451195,1.355011,0.022425
4.0420,2.476770,-0.304554,1.194605,-1.436344,1.469487,0.023430
4.0620,2.491807,-0.304058,1.196095,-1.345532,1.871087,0.046681
4.0820,2.506278,-0.304361,1.198809,-1.208224,2.368752,0.089578
4.1020,2.520452,-0.304468,1.202095,-1.092346,2.770510,0.127929
4.1220,2.534568,-0.303828,1.205508,-0.976976,3.040469,0.150524
4.1420,2.548264,-0.302605,1.209072,-0.940183,3.230506,0.162755
4.1620,2.561159,-0.301307,1.213628,-0.779618,3.433399,0.173836
4.1820,2.574566,-0.299510,1.219142,-0.588382,3.604650,0.191817
4.2020,2.588552,-0.297168,1.225754,-0.619798,3.563004,0.197069
4.2220,2.603243,-0.294221,1.233530,-0.683572,2.015275,0.149692
4.2420,2.618337,-0.290757,1.241310,-0.960952,1.770111,0.079386
4.2620,2.632902,-0.287392,1.247918,-1.157248,2.958153,0.080349
4.2820,2.646960,-0.284837,1.253929,-1.261531,3.627791,0.080425
4.3020,2.660883,-0.283016,1.259617,-1.587669,4.169983,0.084981
4.3220,2.674783,-0.281684,1.265221,-1.790611,4.526543,0.089087
4.3420,2.688755,-0.280601,1.270646,-1.877003,4.699264,0.076025
4.3620,2.702830,-0.279532,1.275656,-1.990121,4.649291,0.047059
4.3820,2.716926,-0.278683,1.280396,-2.024998,4.407499,0.016041
4.4020,2.731279,-0.278197,1.285020,-1.911183,3.953908,-0.012154
4.4220,2.746069,-0.278160,1.290013,-1.634438,3.336697,-0.036753
4.4420,2.761401,-0.278389,1.295612,-1.671780,2.490940,-0.045289
4.4620,2.777170,-0.278776,1.302017,-1.881095,2.004035,-0.040226
4.4820,2.793340,-0.279473,1.308938,-1.997873,2.009079,-0.018906
4.5020,2.809957,-0.280532,1.315776,-1.996244,2.349473,-0.001284
4.5220,2.826812,-0.281963,1.322167,-1.853400,2.627417,0.010924
4.5420,2.843866,-0.283704,1.327920,-1.588783,2.978007,0.017578
4.5620,2.861122,-0.285928,1.333089,-1.237707,3.382455,0.024534
4.5820,2.878558,-0.289099,1.337924,-0.822875,3.551471,0.044793
4.6020,2.896122,-0.293311,1.342702,-0.746554,3.505587,0.094406
4.6220,2.914051,-0.298903,1.347111,-1.224363,2.168273,0.184819
4.6420,2.928133,-0.303085,1.352770,-0.734818,2.592306,0.218095
4.6620,2.941017,-0.306353,1.359347,-0.837017,3.205153,0.155777
4.6820,2.954371,-0.310243,1.366095,-0.802177,3.630217,0.085292
4.7020,2.967535,-0.314248,1.373250,-0.940187,4.081344,0.046658
4.7220,2.980230,-0.318005,1.380584,-0.978514,4.875040,0.107865
4.7420,2.992541,-0.321251,1.387683,-1.036286,5.026823,0.130401
4.7620,3.004356,-0.324094,1.394779,-1.152355,4.332023,0.114253
4.7820,3.016668,-0.327383,1.401230,-1.561703,3.696295,0.071093
4.8020,3.030056,-0.331142,1.404876,-1.677451,3.467649,0.029459
4.8220,3.043418,-0.334817,1.405181,-1.507632,3.947270,0.056094
4.8420,3.055592,-0.337433,1.403924,-1.444259,4.467104,0.103733
4.8620,3.067414,-0.338651,1.403486,-1.405351,4.319086,0.100936
4.8820,3.079791,-0.339235,1.404563,-1.428964,3.728816,0.058311
4.9020,3.092579,-0.339678,1.407527,-1.595747,3.234712,0.038511
4.9220,3.105515,-0.339980,1.411410,-1.718104,3.044750,0.058486
4.9420,3.118319,-0.339978,1.415106,-1.796953,2.979325,0.079645
4.9620,3.131212,-0.339550,1.418274,-1.829068,2.787985,0.093566
4.9820,3.144275,-0.338822,1.421011,-1.844262,2.554826,0.090756
5.0020,3.157511,-0.337950,1.423538,-1.779759,2.150133,0.078007
5.0220,3.170983,-0.337011,1.426088,-1.682621,1.726174,0.062641
5.0420,3.184755,-0.335960,1.428686,-1.622474,1.396663,0.041276
5.0620,3.199041,-0.334743,1.431112,-1.617913,1.544021,0.045147
5.0820,3.214033,-0.333232,1.433073,-1.593014,1.639720,0.034873
5.1020,3.229240,-0.331996,1.434930,-1.446844,1.857136,0.042309
5.1220,3.243415,-0.332388,1.438578,-1.348166,2.332819,0.089134
5.1420,3.256900,-0.333462,1.443875,-1.313824,2.782091,0.136373
5.1620,3.270028,-0.334397,1.450323,-1.228986,3.186679,0.175121
5.1820,3.283041,-0.334834,1.457322,-1.134299,3.460024,0.198268
5.2020,3.296018,-0.334748,1.464245,-1.007897,3.751321,0.219458
5.2220,3.308597,-0.334475,1.471092,-0.866560,4.043416,0.247531
5.2420,3.320206,-0.334304,1.478695,-0.737729,4.342131,0.272484
5.2620,3.331860,-0.334229,1.487023,-0.642492,4.408436,0.277203
5.2820,3.344261,-0.333837,1.495718,-0.742179,2.517034,0.220976
5.3020,3.356719,-0.333032,1.503064,-0.799882,1.062341,0.145572
5.3220,3.369257,-0.332066,1.507508,-1.054508,2.525621,0.121164
5.3420,3.381963,-0.331556,1.509864,-1.183206,3.367465,0.071953
5.3620,3.394911,-0.332162,1.511519,-1.376138,3.658907,0.048170
5.3820,3.408837,-0.333551,1.513513,-1.438230,3.912491,0.053044
5.4020,3.423520,-0.335030,1.516300,-1.373201,3.783219,0.033785
5.4220,3.438407,-0.336497,1.519791,-1.297615,3.297705,-0.007569
5.4420,3.453452,-0.338037,1.523777,-0.910572,2.295424,-0.045637
5.4620,3.468610,-0.339600,1.528134,-0.753846,1.011943,-0.084919
5.4820,3.483780,-0.341295,1.532712,-0.854002,0.833942,-0.089855
5.5020,3.499041,-0.343489,1.536668,-0.978665,1.217762,-0.048715
5.5220,3.514590,-0.346595,1.538484,-0.843190,1.429483,-0.007025
5.5420,3.530460,-0.350636,1.537345,-0.617542,1.357131,0.023421
5.5620,3.546563,-0.355213,1.532916,-0.686340,1.154874,0.048917
5.5820,3.562014,-0.359194,1.526179,-0.940182,1.578801,0.071450
5.6020,3.576016,-0.361228,1.520471,-1.135594,2.114673,0.054397
5.6220,3.588207,-0.361907,1.518129,-1.254235,2.450319,0.061783
5.6420,3.600221,-0.362333,1.518321,-1.321314,2.639993,0.060198
5.6620,3.612007,-0.362392,1.520204,-1.301892,2.981424,0.057651
5.6820,3.623707,-0.361848,1.523045,-1.192870,3.163278,0.052500
5.7020,3.635565,-0.360842,1.526338,-1.165094,2.939569,0.018991
5.7220,3.647880,-0.359543,1.529904,-1.167992,2.607459,-0.000447
5.7420,3.660692,-0.358001,1.533425,-1.242445,2.313618,-0.003208
5.7620,3.673739,-0.356172,1.536541,-1.274537,2.051518,0.006611
5.7820,3.686717,-0.354033,1.539166,-1.290333,1.791503,0.009044
5.8020,3.699522,-0.351442,1.541490,-1.245670,1.502532,0.003151
5.8220,3.712181,-0.348371,1.543806,-1.253735,1.199715,-0.017271
5.8420,3.724906,-0.344768,1.546208,-1.375066,1.348510,-0.041250
5.8620,3.737906,-0.340620,1.548752,-1.484913,1.449887,-0.054919
5.8820,3.751311,-0.335925,1.551391,-1.567934,1.436712,-0.055956
5.9020,3.765129,-0.330726,1.553995,-1.621085,1.398806,-0.052570
5.9220,3.779357,-0.325163,1.556363,-1.649368,1.363740,-0.041800
5.9420,3.793958,-0.319307,1.558182,-1.634425,1.337008,-0.027376
5.9620,3.808939,-0.313171,1.559149,-1.559781,1.222318,-0.008321
5.9820,3.824210,-0.306721,1.558945,-1.398070,1.103156,0.015561
6.0020,3.839726,-0.299849,1.557339,-1.171787,1.256986,0.047304
6.0220,3.855408,-0.292471,1.554118,-0.856743,1.537484,0.086463
6.0420,3.871257,-0.284327,1.549239,-0.555779,1.672941,0.127886
6.0620,3.887345,-0.275034,1.542784,-0.648978,1.379285,0.134652
6.0820,3.904060,-0.264882,1.535113,-0.758358,1.086606,0.062669
6.1020,3.919749,-0.257158,1.529727,-2.173463,1.613797,-0.124460
6.1220,3.933273,-0.251679,1.528917,-1.977980,1.419450,-0.101095
6.1420,3.946058,-0.246240,1.531392,-1.872208,1.354424,-0.081134
6.1620,3.958224,-0.241126,1.535514,-1.854856,1.779097,-0.057824
6.1820,3.970182,-0.236357,1.539925,-1.750884,2.062295,-0.010940
6.2020,3.982073,-0.231832,1.543803,-1.536704,2.199715,0.005889
6.2220,3.993833,-0.227636,1.546913,-1.158235,2.250172,0.003040
6.2420,4.005501,-0.223813,1.549163,-1.113712,1.908457,0.014508
6.2620,4.017188,-0.220343,1.550922,-1.190843,1.435887,0.007726
6.2820,4.029064,-0.217133,1.552400,-1.320522,0.972128,-0.009554
6.3020,4.041116,-0.214366,1.553854,-1.468572,0.997053,-0.019826
6.3220,4.053377,-0.212018,1.555243,-1.621293,1.257659,-0.031541
6.3420,4.065876,-0.209984,1.556558,-1.760416,1.418505,-0.037050
6.3620,4.078650,-0.208207,1.557756,-1.912150,1.530877,-0.045357
6.3820,4.091814,-0.206637,1.558773,-1.972925,1.463407,-0.052956
6.4020,4.105461,-0.205348,1.559745,-1.960081,1.323835,-0.059735
6.4220,4.119723,-0.204136,1.560503,-1.858578,1.174596,-0.059943
6.4420,4.134571,-0.202964,1.560910,-1.696212,1.080980,-0.053287
6.4620,4.149865,-0.201789,1.560692,-1.509077,1.048077,-0.040702
6.4820,4.165509,-0.200697,1.559563,-1.286072,1.003071,-0.023954
6.5020,4.181498,-0.199763,1.557310,-1.006310,0.961310,-0.002448
6.5220,4.197846,-0.199074,1.553724,-0.666117,1.033009,0.021265
6.5420,4.214590,-0.198610,1.548529,-0.772864,1.019501,0.060287
6.5620,4.231254,-0.197703,1.543132,-0.849050,1.569840,0.065911
6.5820,4.245711,-0.195227,1.540490,-1.734847,2.058996,0.020311
6.6020,4.259057,-0.192554,1.540380,-1.666076,1.812891,0.001574
6.6220,4.271905,-0.190348,1.542195,-1.587207,1.311350,-0.030858
6.6420,4.284283,-0.188390,1.544766,-1.460111,1.765893,-0.052686
6.6620,4.296261,-0.186449,1.547131,-1.163355,2.204485,-0.052208
6.6820,4.307932,-0.184354,1.548928,-1.235382,2.334179,-0.053047
6.7020,4.319552,-0.182062,1.550191,-1.232980,2.209184,-0.049000
6.7220,4.331032,-0.179413,1.551341,-1.184345,1.938389,-0.042342
6.7420,4.342553,-0.176492,1.552405,-1.219104,1.597557,-0.033374
6.7620,4.354120,-0.173315,1.553477,-1.285992,1.179880,-0.024216
6.7820,4.365820,-0.169808,1.554882,-1.391780,1.108501,-0.024402
6.8020,4.377733,-0.165958,1.556647,-1.529864,1.313543,-0.037128
6.8220,4.389927,-0.161757,1.558672,-1.661793,1.423118,-0.050293
6.8420,4.402464,-0.157176,1.560675,-1.740895,1.440736,-0.052802
6.8620,4.415353,-0.152163,1.562470,-1.747549,1.385374,-0.044231
6.8820,4.428616,-0.146685,1.563895,-1.685809,1.295289,-0.030629
6.9020,4.442262,-0.140870,1.564648,-1.548901,1.164615,-0.010105
6.9220,4.456175,-0.134603,1.564577,-1.327391,1.048093,0.012962
6.9420,4.470311,-0.127865,1.563367,-1.057538,1.098967,0.038412
6.9620,4.484581,-0.120556,1.560696,-0.804830,1.214223,0.069336
6.9820,4.498949,-0.112541,1.556226,-0.877234,1.164064,0.094981
7.0020,4.513448,-0.104228,1.550441,-0.928498,1.213566,0.074302
7.0220,4.527792,-0.096803,1.545565,-1.740511,1.663954,-0.064585
7.0420,4.540145,-0.091742,1.544794,-1.888989,1.536749,-0.058183
7.0620,4.551562,-0.086970,1.546854,-1.746632,1.112964,-0.025850
7.0820,4.562476,-0.082475,1.550143,-1.627995,1.449525,-0.005997
7.1020,4.573034,-0.078338,1.553654,-1.319279,1.641801,0.031783
7.1220,4.583412,-0.074423,1.556698,-1.182657,1.808818,0.052883
7.1420,4.593682,-0.070898,1.559007,-1.209851,1.801121,0.047906
7.1620,4.603820,-0.067915,1.560652,-1.283486,1.491223,0.041576
7.1820,4.613976,-0.065381,1.561844,-1.378707,1.142964,0.033234
7.2020,4.624292,-0.063206,1.562868,-1.525317,1.150691,0.017805
7.2220,4.634839,-0.061451,1.563745,-1.655457,1.263542,0.007126
7.2420,4.645627,-0.060010,1.564410,-1.767099,1.407538,-0.002517
7.2620,4.656664,-0.058929,1.564914,-1.879413,1.430767,-0.015626
7.2820,4.668028,-0.058178,1.565195,-1.938897,1.379490,-0.026585
7.3020,4.679818,-0.057709,1.565301,-1.912904,1.265526,-0.036068
7.3220,4.692085,-0.057452,1.565218,-1.838212,1.161001,-0.038934
7.3420,4.704817,-0.057381,1.564832,-1.682595,1.115040,-0.033176
7.3620,4.717972,-0.057521,1.563998,-1.487999,1.132985,-0.024448
7.3820,4.731524,-0.057875,1.562480,-1.229170,1.168323,-0.010427
7.4020,4.745256,-0.058095,1.560687,-0.959100,1.220628,0.024007
7.4220,4.758800,-0.058067,1.558914,-1.121882,1.388111,0.050051
7.4420,4.772193,-0.058521,1.556824,-1.259324,1.444990,0.037801
7.4620,4.784082,-0.058035,1.556307,-1.425151,1.714301,-0.008461
